id,hotel_name,region,latitude,longitude,accommodation_type,cost,minimum_nights,number_of_reviews,reviews_per_month,owner_id,owned_hotels,yearly_availability
5873,Waldorf Astoria Amsterdam,Brooklyn,40.68206,-73.95441,Shared room,80,2,100,1.73,20243795,3,1
28952,Senator Hotel Vienna,Manhattan,40.76683,-73.96867,Private room,1046,1,10,0.54,157757066,1,1
45062,Hotel J ger,Manhattan,40.75697,-73.96312,Private room,340,30,0,,236572440,2,1
39912,Steigenberger Hotel Herrenhof,Manhattan,40.76024,-73.97483,Entire home/apt,1999,1,0,,26556695,6,1
18013,Radisson Blu Style Hotel Vienna,Brooklyn,40.66414,-73.98507,Shared room,179,2,16,0.45,67252331,1,0
5117,Hilton Garden Inn Vienna South,Brooklyn,40.68908,-73.92893,Private room,250,2,0,,378737,1,1
45239,Austria Trend Parkhotel Sch nbrunn Wien,Brooklyn,40.63275,-74.02946,Shared room,35,7,2,1.4,24482415,1,0
2393,Club Hotel Cortina,Manhattan,40.74542,-73.98205,Private room,80,1,66,0.89,6444977,1,1
3866,Arion Cityhotel Vienna und Appartements,Brooklyn,40.68172,-73.93236,Private room,500,1,11,0.19,5535265,1,1
44442,NH Amsterdam Museum Quarter,Bronx,40.86209,-73.84667,Private room,20,1,0,,27537930,1,0
6960,Gartenhotel Altmannsdorf Hotel 1,Manhattan,40.74481,-74.00148,Entire home/apt,549,4,17,0.33,25720293,3,0
20344,Hilton London Kensington Hotel,Brooklyn,40.72547,-73.94595,Shared room,50,8,1,0.16,40230231,1,0
23506,Hotel Mercure Wien City,Brooklyn,40.67249,-73.8782,Private room,52,1,13,0.53,44547688,2,1
37315,Courtyard by Marriott Amsterdam Arena Atlas,Queens,40.75918,-73.93299,Entire home/apt,120,1,30,3.66,219720888,1,0
20214,Holiday Inn Amsterdam Arena Towers,Brooklyn,40.64745,-73.96207,Entire home/apt,72,1,15,3.13,105572605,1,0
37664,The Lanesborough,Brooklyn,40.70774,-73.9445,Entire home/apt,100,2,21,2.75,224575394,1,0
24319,Amadi Panorama Hotel,Brooklyn,40.68652,-73.91365,Shared room,50,1,0,,9864136,26,1
1582,Room Mate Aitana,Manhattan,40.82655,-73.93943,Private room,79,3,19,0.3,3715319,1,1
26662,DoubleTree by Hilton London Chelsea,Manhattan,40.74839,-73.97683,Private room,195,30,0,,120762452,50,1
26892,Hotel G tico,Queens,40.70259,-73.81415,Private room,135,1,0,,134184451,18,1
16302,Hotel JL No76,Brooklyn,40.69832,-73.92622,Entire home/apt,59,2,177,4.74,2689908,1,0
5413,Bilderberg Hotel Jan Luyken,Manhattan,40.78099,-73.97416,Private room,150,3,50,0.85,2045335,1,1
29434,Gran Hotel Barcino,Manhattan,40.71953,-74.00401,Shared room,490,14,14,0.81,3231509,4,1
15867,Aparthotel Atenea Barcelona,Manhattan,40.76297,-73.96252,Private room,225,30,1,0.05,22541573,87,1
31791,Mercure Hotel Amsterdam City South,Manhattan,40.75028,-73.97702,Private room,210,30,1,0.08,120762452,50,1
22728,Am Spiegeln,Manhattan,40.75358,-73.9919,Private room,99,1,1,0.08,2845,2,1
35109,Hotel Gallitzinberg,Queens,40.6959,-73.84868,Entire home/apt,51,7,3,1,210218941,1,0
41354,InterContinental Wien,Manhattan,40.81384,-73.95315,Private room,69,2,1,0.39,57049951,9,1
27320,Dutch Design Hotel Artemis,Manhattan,40.76132,-73.99298,Entire home/apt,133,30,2,0.11,61391963,91,0
27089,Mercure Josefshof Wien,Manhattan,40.75873,-73.99041,Shared room,143,3,18,0.89,382836,4,1
37391,Fleming s Selection Hotel Wien City,Queens,40.69161,-73.76326,Shared room,298,2,12,1.51,220762164,4,1
22051,Cordial Theaterhotel Wien,Brooklyn,40.58017,-73.9616,Entire home/apt,50,1,1,0.05,119523037,4,0
47490,Vincci Bit,Manhattan,40.74849,-73.97708,Shared room,140,3,1,1,2448443,1,0
28353,Hollmann Beletage Design Boutique,Brooklyn,40.68831,-73.99159,Shared room,200,2,1,1,338921,1,0
2618,Hotel Bristol A Luxury Collection Hotel,Manhattan,40.73268,-74.00314,Private room,800,1,2,0.03,176903,2,1
2990,Hotel Imperial A Luxury Collection Hotel,Queens,40.76549,-73.92934,Private room,100,3,4,0.07,8783166,2,1
37965,The Ring Vienna s Casual Luxury Hotel,Manhattan,40.73015,-73.98447,Shared room,350,3,3,0.48,35422741,1,0
21601,Grand Hotel Wien,Brooklyn,40.68766,-73.99125,Entire home/apt,170,4,8,0.29,31857792,1,0
38538,Hotel Ambassador,Bronx,40.87821,-73.86354,Private room,85,30,0,,22641060,1,1
6987,Austria Trend Hotel Astoria Wien,Manhattan,40.73661,-73.98706,Private room,1000,7,0,,25870353,1,1
43508,Austria Trend Hotel Europa Wien,Manhattan,40.80009,-73.96218,Shared room,130,14,0,,17844480,1,0
1540,Hotel Schani Wien,Brooklyn,40.69128,-73.93653,Entire home/apt,85,4,239,2.89,3577509,2,0
46582,Ozo Hotel,Manhattan,40.72247,-73.98838,Shared room,185,3,1,1,45378115,1,0
24661,Renaissance Amsterdam Hotel,Queens,40.74825,-73.86396,Private room,37,1,18,0.75,32446721,6,1
30922,Canal House,Manhattan,40.80731,-73.95155,Shared room,49,2,2,0.15,30021975,1,0
2599,The Toren,Manhattan,40.76178,-73.96713,Private room,280,2,7,0.11,7341851,1,1
43062,The Dylan Amsterdam,Manhattan,40.72121,-73.9909,Private room,800,1,1,0.59,148108,2,1
43172,Great Northern Hotel A Tribute Portfolio Hotel London,Manhattan,40.72207,-73.99751,Shared room,173,5,2,0.76,13442714,2,0
26744,De Vere Devonport House,Brooklyn,40.61193,-73.96259,Private room,65,3,3,0.16,128895953,1,1
7924,K K Hotel Maria Theresia,Queens,40.72399,-73.87088,Private room,100,2,49,0.96,31545214,1,1
14572,Small Luxury Hotel Altstadt Vienna,Brooklyn,40.68674,-73.93375,Entire home/apt,135,30,26,0.64,51646459,1,1
8818,Der Wilhelmshof,Queens,40.76855,-73.92583,Private room,86,4,28,0.59,35417042,1,1
47742,Park Plaza Vondelpark Amsterdam,Manhattan,40.73763,-73.97368,Shared room,80,1,0,,193256713,1,0
40160,Hotel Bagu s,Manhattan,40.75017,-73.97241,Entire home/apt,250,2,20,3.17,50241946,1,0
34036,Hotel 1898,Brooklyn,40.64992,-74.01169,Private room,750,1,12,1.2,202873307,1,1
9883,Hotel Serhs Rivoli Rambla,Manhattan,40.71978,-74.00968,Private room,1500,1,0,,8617411,1,1
7333,Eurostars Ramblas,Manhattan,40.73879,-73.97994,Shared room,134,3,139,2.66,17062221,2,0
25451,Hilton London Wembley,Brooklyn,40.69522,-73.94226,Private room,45,3,7,0.31,145214508,2,1
25913,Corus Hotel Hyde Park,Manhattan,40.73741,-73.98096,Private room,216,30,0,,76104209,33,1
23383,London Elizabeth Hotel,Queens,40.73218,-73.88461,Private room,75,1,1,0.46,57230304,3,1
25674,Lancaster London,Manhattan,40.81916,-73.94562,Entire home/apt,50,4,20,0.9,59432400,2,0
19073,Hotel Daniel Vienna,Manhattan,40.75376,-73.97132,Shared room,699,3,4,0.12,96098402,12,1
35075,Eurostars Embassy,Bronx,40.83148,-73.82931,Shared room,65,1,23,2.18,152246149,5,1
47009,BEST WESTERN PLUS Amedia Wien,Brooklyn,40.69325,-73.96732,Shared room,175,2,0,,4602926,1,0
33227,Mercure Grand Hotel Biedermeier Wien,Queens,40.742,-73.89505,Entire home/apt,60,14,3,0.3,6141162,1,0
3276,Hotel Rathaus Wein Design,Manhattan,40.74423,-73.97614,Entire home/apt,195,4,30,0.45,10103520,1,0
2306,NH Collection Milano President,Brooklyn,40.68545,-73.97572,Entire home/apt,150,2,21,0.29,265152,3,0
12134,Hotel Dieci,Manhattan,40.87045,-73.9183,Private room,210,1,0,,17764174,1,1
21107,Royal Ramblas,Manhattan,40.71423,-73.99442,Entire home/apt,100,1,65,2.16,47716416,1,0
1555,Best Western Blue Tower Hotel,Brooklyn,40.6582,-73.95275,Shared room,70,5,18,0.22,1785800,3,1
39084,Hampshire Hotel Amsterdam American,Manhattan,40.76756,-73.96856,Entire home/apt,100,2,0,,11377906,1,0
32279,Ilunion Bel Art,Brooklyn,40.65986,-73.99684,Entire home/apt,260,4,2,0.18,849248,1,0
32349,25hours Hotel beim MuseumsQuartier,Brooklyn,40.60057,-73.95154,Entire home/apt,61,2,3,1.84,179661186,2,0
26477,Hotel Topazz,Manhattan,40.75008,-73.97655,Private room,222,30,2,0.15,120762452,50,1
28788,Hampshire Hotel The Manor Amsterdam,Brooklyn,40.63436,-73.96126,Entire home/apt,90,2,13,0.7,145993199,1,0
4416,Hotel Kavalier,Manhattan,40.71662,-74.00352,Private room,130,30,2,0.03,1475015,52,1
27439,Ofelias Hotel 4 Sup,Brooklyn,40.67271,-73.89071,Private room,55,30,0,,93392260,2,1
29855,Vincci Maritimo,Manhattan,40.74144,-73.99984,Entire home/apt,299,2,0,,169541552,1,0
31649,London Marriott Hotel County Hall,Queens,40.74567,-73.91881,Entire home/apt,89,1,0,,25479861,1,1
2698,The Level at Melia Barcelona Sky,Manhattan,40.72193,-73.99379,Private room,5000,1,2,0.03,213266,1,1
12234,Eurohotel Diagonal Port,Manhattan,40.72636,-73.98454,Shared room,180,2,51,4.77,49115124,1,0
4282,Hotel Derby,Manhattan,40.78833,-73.94888,Private room,299,1,0,,14518375,1,1
38114,Hotel Gran Derby Suites,Manhattan,40.80218,-73.95904,Entire home/apt,100,1,24,3.09,10842596,1,0
19608,Jumeirah Lowndes Hotel,Manhattan,40.77079,-73.95922,Entire home/apt,100,2,17,0.52,34061867,1,0
707,Catalonia Magdalenes,Brooklyn,40.68338,-73.95289,Private room,130,3,18,0.25,696482,1,0
11797,Expo Hotel Barcelona,Manhattan,40.74236,-74.00656,Entire home/apt,180,4,13,0.35,10621862,1,0
18422,The Corner Hotel,Brooklyn,40.6824,-73.94245,Private room,55,1,0,,2261995,3,1
16419,Best Western Premier Hotel Dante,Brooklyn,40.69239,-73.91416,Shared room,85,1,44,1.26,73737053,3,1
33946,Hotel Balmes,Brooklyn,40.7109,-73.96478,Private room,109,30,43,3.72,141204556,2,1
32258,Alexandra Barcelona A DoubleTree by Hilton,Manhattan,40.8659,-73.92869,Private room,359,2,0,,2631556,1,1
44945,Alma Barcelona GL,Manhattan,40.7647,-73.97452,Private room,100,1,0,,260425153,14,1
3193,Room Mate Carla,Manhattan,40.72147,-73.98806,Private room,228,1,2,0.22,4358024,2,1
30683,The Mandeville Hotel,Brooklyn,40.71603,-73.95432,Entire home/apt,300,1,70,4.63,124357,3,0
37179,Hallmark Hotel London Chigwell Prince Regent,Manhattan,40.72208,-73.98472,Private room,1700,23,0,,29387678,1,1
31542,Upper Diagonal,Manhattan,40.72789,-74.00275,Entire home/apt,205,4,15,1.04,607217,1,0
19242,Falkensteiner Hotel Wien Margareten,Manhattan,40.75175,-73.97218,Shared room,269,3,8,0.24,96098402,12,1
6671,Holiday Inn Vienna City,Manhattan,40.74156,-73.97968,Shared room,95,30,37,0.68,9864136,26,1
4731,pentahotel Vienna,Manhattan,40.74259,-74.00128,Entire home/apt,160,4,11,0.18,15689833,1,0
31382,IntercityHotel Wien,Manhattan,40.75418,-73.9664,Entire home/apt,180,30,16,1.08,184065290,1,0
2477,Boutiquehotel Das Tyrol,Brooklyn,40.67157,-73.9852,Private room,147,7,42,0.61,1537501,1,1
17975,NH Wien City,Brooklyn,40.63794,-73.8988,Private room,51,3,0,,51826974,2,1
20813,Hotel Corvinus,Manhattan,40.74593,-73.98687,Private room,200,30,0,,22541573,87,1
718,NH Collection Wien Zentrum,Manhattan,40.82151,-73.94516,Shared room,155,1,1,0.18,1381171,1,0
24652,Aparthotel Mariano Cubi Barcelona,Brooklyn,40.66756,-73.95812,Entire home/apt,100,3,12,0.5,18197578,1,0
4892,Hotel Arts Barcelona,Queens,40.77902,-73.90768,Private room,100,2,2,0.03,17618198,1,1
29222,Leonardo Hotel Vienna,Manhattan,40.74077,-73.98718,Shared room,129,1,47,2.8,164291123,3,1
9718,JUFA Hotel Wien,Brooklyn,40.68141,-73.95841,Private room,400,7,9,0.2,39143718,2,1
43790,Golden Tulip Amsterdam West,Brooklyn,40.67435,-73.9891,Shared room,99,1,20,10.17,2640420,1,0
13830,Eurostars Grand Marina Hotel GL,Brooklyn,40.68379,-73.9405,Private room,55,1,2,0.06,299236,1,1
47943,Pakat Suites Hotel,Brooklyn,40.58387,-73.93957,Private room,300,3,0,,9484127,1,1
47663,Guitart Grand Passage,Manhattan,40.81436,-73.95399,Shared room,119,3,0,,269718824,1,0
1358,Hotel Rekord,Manhattan,40.8347,-73.94857,Private room,60,30,36,0.44,2943157,1,1
34000,Catalonia Barcelona 505,Queens,40.68988,-73.76308,Private room,208,1,0,,198933477,1,1
38209,Mercure Amsterdam Sloterdijk Station,Manhattan,40.74172,-73.99937,Shared room,66,5,0,,33529908,1,0
11083,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,Manhattan,40.80255,-73.95347,Private room,100,1,36,2.52,45093051,2,1
21477,Hotel V Nesplein,Manhattan,40.76536,-73.98864,Shared room,160,45,6,0.63,39890192,12,1
655,Fleming s Conference Hotel Wien,Manhattan,40.85099,-73.92822,Private room,125,60,4,0.06,1307773,1,1
27799,ARCOTEL Wimberger,Manhattan,40.73103,-73.98233,Entire home/apt,299,2,21,1.08,5443000,2,0
19518,Hotel Schild,Manhattan,40.74633,-73.99201,Private room,300,30,0,,76104209,33,1
29506,Acta CITY47,Manhattan,40.77719,-73.9529,Private room,200,30,0,,165898555,7,1
16287,De L Europe Amsterdam,Manhattan,40.76367,-73.98345,Private room,269,30,1,0.13,22541573,87,1
293,NH Collection Amsterdam Doelen,Manhattan,40.80082,-73.9652,Private room,109,1,104,1.05,323517,2,1
47890,Hotel Die Port van Cleve,Brooklyn,40.71812,-73.96404,Shared room,285,7,0,,11612418,1,0
35546,INK Hotel Amsterdam MGallery by Sofitel,Brooklyn,40.6624,-73.9329,Shared room,89,1,3,1.73,9130040,6,1
38669,Inntel Hotels Amsterdam Centre,Queens,40.7351,-73.92526,Private room,100,1,1,0.16,4275601,1,1
6483,Apex City Of London Hotel,Manhattan,40.79973,-73.95541,Entire home/apt,120,3,133,2.39,13976132,1,0
1379,Mercure Hotel Amsterdam Centre Canal District,Brooklyn,40.69945,-73.92148,Entire home/apt,115,3,54,0.65,3024659,1,0
18620,Onix Liceo,Manhattan,40.76142,-73.99248,Entire home/apt,133,30,2,0.15,61391963,91,0
27735,Abba Sants,Brooklyn,40.68882,-73.95194,Entire home/apt,150,3,2,0.1,21153742,1,1
32158,NH Sants Barcelona,Queens,40.77598,-73.92252,Entire home/apt,49,2,25,1.83,19614644,1,0
39549,COMO Metropolitan London,Brooklyn,40.67907,-73.9498,Entire home/apt,150,2,8,1.27,223258125,1,0
41190,Aloft London Excel,Manhattan,40.80996,-73.94191,Entire home/apt,53,1,26,5.03,62589092,1,0
6746,Ham Yard Hotel,Brooklyn,40.70037,-73.92821,Private room,85,4,2,0.07,1304390,1,1
43005,DoubleTree by Hilton Amsterdam Centraal Station,Manhattan,40.80273,-73.96386,Entire home/apt,300,1,4,1.4,9028198,1,0
30517,Das Opernring Hotel,Bronx,40.83604,-73.93099,Entire home/apt,240,1,22,1.4,175583687,3,0
24014,Exe Vienna,Queens,40.70988,-73.80691,Shared room,60,2,38,1.53,101657794,6,1
11576,Mercure Hotel Amsterdam West,Brooklyn,40.64517,-73.94843,Shared room,40,30,5,0.11,27974952,7,1
29516,Luxury Suites Amsterdam,Manhattan,40.76973,-73.9848,Private room,200,30,0,,165898555,7,1
25993,Sofitel Legend The Grand Amsterdam,Queens,40.70305,-73.82687,Private room,55,2,10,0.46,148663392,1,0
37111,Sir Adam Hotel,Manhattan,40.82153,-73.94612,Entire home/apt,140,1,5,0.66,9212560,1,0
41016,Hotel Grums Barcelona,Queens,40.74362,-73.89158,Shared room,70,1,0,,239035419,1,0
4488,Hotel Spa Villa Olimpica Suites,Manhattan,40.74175,-73.97741,Private room,84,30,7,0.12,1475015,52,1
20281,Sall s Hotel Pere IV,Brooklyn,40.67476,-73.94209,Entire home/apt,50,1,35,1.14,6134680,1,0
28420,Hampton by Hilton Amsterdam Centre East,Manhattan,40.74873,-73.97664,Shared room,150,30,5,0.4,120762452,50,1
44453,Hotel Beethoven Wien,Queens,40.75073,-73.82052,Private room,75,1,0,,258461766,1,1
8307,Roomz Vienna,Manhattan,40.77724,-73.97699,Private room,120,150,0,,9815198,1,1
43969,Silken Concordia,Brooklyn,40.70504,-73.91868,Entire home/apt,120,3,3,1.13,45834595,1,0
32373,Grosvenor House A JW Marriott Hotel,Manhattan,40.73609,-73.98595,Entire home/apt,145,2,13,1.02,2053735,1,0
7923,Hotel Am Parkring,Brooklyn,40.69384,-73.99261,Entire home/apt,198,7,7,0.14,12692690,1,0
42640,Vienna Marriott Hotel,Brooklyn,40.70204,-73.93027,Private room,40,5,1,0.36,249146659,1,1
33068,H10 Port Vell 4 Sup,Manhattan,40.80372,-73.95266,Shared room,82,2,33,2.75,54970203,1,0
38304,Hotel Margot House,Brooklyn,40.70316,-73.94914,Entire home/apt,110,1,13,1.85,13608859,1,0
38451,Condes de Barcelona,Manhattan,40.74277,-74.00204,Private room,315,2,15,2.09,226070943,1,1
9331,Monument Hotel,Brooklyn,40.6937,-73.94501,Entire home/apt,95,4,47,1.01,1574618,1,0
7200,Occidental Atenea Mar Adults Only,Manhattan,40.7249,-73.98852,Entire home/apt,150,5,22,0.41,14684238,1,0
23026,Hotel Front Maritim,Manhattan,40.8042,-73.95669,Entire home/apt,75,2,41,1.57,128531725,2,0
39953,AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,Queens,40.70522,-73.75063,Entire home/apt,35,2,11,1.72,230025652,4,0
40083,Duquesa de Cardona,Brooklyn,40.70267,-73.92751,Entire home/apt,55,2,16,2.57,2557889,1,0
15697,Hotel The Serras,Queens,40.73944,-73.92687,Private room,80,2,53,1.37,68909853,1,1
7592,Eurostars Bcn Design,Manhattan,40.74033,-74.00872,Private room,225,1,17,0.34,93779,1,1
19270,Mandarin Oriental Barcelona,Manhattan,40.75425,-73.98312,Shared room,2000,30,4,0.12,836168,11,1
37551,Hotel Casa Fuster G L Monumento,Brooklyn,40.69331,-73.94918,Shared room,185,1,4,4,8344401,1,0
40878,Sixtytwo Hotel,Manhattan,40.75194,-73.99501,Entire home/apt,243,30,0,,107434423,232,0
19577,Majestic Hotel Spa Barcelona GL,Manhattan,40.76754,-73.96166,Entire home/apt,249,3,55,1.75,68094795,2,0
34086,Royal Passeig de Gracia,Manhattan,40.86203,-73.93037,Entire home/apt,71,1,7,0.67,203235966,1,0
20243,K K Hotel Picasso,Brooklyn,40.70729,-73.93129,Entire home/apt,175,2,44,1.43,47453782,1,0
21777,AC Hotel Sants a Marriott Lifestyle Hotel,Manhattan,40.7593,-73.99229,Private room,195,30,0,,3191545,23,1
19160,Hilton Diagonal Mar Barcelona,Manhattan,40.76487,-73.98238,Private room,748,30,0,,95459395,18,1
14566,Hotel Palais Strudlhof,Manhattan,40.75066,-73.97037,Private room,198,30,0,,2856748,49,1
19136,Renaissance Barcelona Hotel,Manhattan,40.75344,-73.97207,Shared room,499,3,7,0.21,96098402,12,1
23128,Claris Hotel Spa GL,Manhattan,40.77958,-73.95025,Shared room,75,15,5,0.2,108546781,1,0
40816,H10 Casa Mimosa 4 Sup,Manhattan,40.81633,-73.96069,Private room,50,2,15,3.6,153793156,1,0
27981,Catalonia Ramblas 4 Sup,Brooklyn,40.69566,-73.91611,Entire home/apt,65,5,42,2.16,22095324,1,0
35754,Hotel Midmost,Queens,40.70507,-73.80424,Shared room,225,1,1,0.11,125320407,5,1
2617,Arthotel ANA Westbahn,Manhattan,40.76175,-73.95012,Entire home/apt,54,30,5,0.15,7419960,1,0
45358,The Rookery,Queens,40.74771,-73.93684,Shared room,86,8,0,,83680039,1,0
44900,Hotel Wandl,Brooklyn,40.69628,-73.92627,Shared room,65,1,8,3.87,53105192,1,0
43872,Hotel Sacher Wien,Manhattan,40.7665,-73.98943,Shared room,85,1,9,3.25,253906467,9,1
38537,ME Milan Il Duca,Brooklyn,40.69097,-73.92166,Private room,120,7,0,,224699779,1,1
18177,Hotel Principe Di Savoia,Manhattan,40.7771,-73.9495,Private room,200,30,0,,2856748,49,1
40550,The Westin Palace,Brooklyn,40.68617,-73.95927,Private room,50,4,3,1.76,1290193,1,1
47720,Glam Milano,Brooklyn,40.69305,-73.93748,Shared room,275,2,0,,269860794,1,1
44103,Excelsior Hotel Gallia Luxury Collection Hotel,Brooklyn,40.67723,-73.95133,Private room,95,4,3,1.88,30995747,1,0
4151,Rosa Grand Milano Starhotels Collezione,Brooklyn,40.6821,-73.91632,Private room,45,2,53,0.83,4334757,1,1
35888,TownHouse 12,Brooklyn,40.66148,-73.93408,Private room,89,1,1,0.59,9130040,6,1
13827,Hotel Mozart,Brooklyn,40.69363,-73.94805,Private room,70,3,33,0.81,53773419,1,1
43300,Hotel Dei Cavalieri,Queens,40.72997,-73.87183,Shared room,51,1,20,6.38,245710234,4,1
5246,Best Western Plus Hotel Galles,Queens,40.7012,-73.90008,Entire home/apt,49,2,77,1.53,7508547,1,0
40876,Starhotels Anderson,Brooklyn,40.6931,-73.94043,Private room,75,30,0,,159811367,10,1
24777,Hotel Michelangelo,Brooklyn,40.69262,-73.95014,Entire home/apt,120,2,6,0.25,8199671,1,0
20063,Hotel Mercure Milano Centro,Brooklyn,40.67001,-73.96197,Entire home/apt,100,4,8,0.29,31378,3,0
39173,NYX Milan,Brooklyn,40.68737,-73.95798,Shared room,48,15,5,0.7,229147376,11,1
25811,The Yard Milano,Brooklyn,40.68919,-73.9335,Private room,60,2,1,0.04,8671974,1,1
34484,Hotel Sunflower,Queens,40.74764,-73.81795,Shared room,55,1,37,3.31,63312104,6,1
10907,Sheraton Grand London Park Lane,Manhattan,40.76041,-73.99496,Private room,450,6,15,0.44,19939430,1,1
43635,M venpick Hotel Amsterdam City Centre,Brooklyn,40.70416,-73.98999,Private room,250,30,0,,254607256,2,1
40781,Silken Ramblas,Bronx,40.88009,-73.83456,Entire home/apt,68,2,0,,310670,13,1
40323,Duquesa Suites Barcelona,Manhattan,40.79595,-73.97251,Entire home/apt,110,1,2,0.6,47023469,3,0
2479,Hotel SB Diagonal Zero Barcelona 4 Sup,Manhattan,40.74119,-73.99168,Entire home/apt,350,14,4,0.06,6866620,1,0
40660,Hotel DO Pla a Reial G L ,Manhattan,40.79933,-73.96794,Shared room,130,210,1,0.29,28035940,1,0
25231,W Barcelona,Brooklyn,40.68956,-73.93853,Entire home/apt,150,2,6,0.26,5083652,1,0
31412,H10 Urquinaona Plaza,Manhattan,40.75972,-73.96021,Private room,275,30,1,0.07,165898555,7,1
40513,Hotel du Louvre in the Unbound Collection by Hyatt,Manhattan,40.73065,-73.98523,Entire home/apt,88,2,18,3.88,23862648,1,0
45692,W Paris Op ra,Manhattan,40.80497,-73.94152,Entire home/apt,106,3,7,6,26597048,2,0
34527,Hotel Miramar Barcelona GL,Manhattan,40.76541,-73.98179,Private room,495,30,0,,200380610,65,1
10335,Olivia Plaza Hotel,Manhattan,40.75654,-73.98891,Private room,369,30,0,,30283594,121,1
25713,Catalonia Barcelona Plaza,Brooklyn,40.66941,-73.93849,Entire home/apt,245,4,8,0.43,5462007,1,0
35321,Barcel Sants,Brooklyn,40.67856,-73.94483,Entire home/apt,55,2,11,1.15,111284635,1,0
16272,London Marriott Maida Vale,Brooklyn,40.68398,-73.94515,Private room,69,90,0,,23147852,1,1
33769,The Langham London,Brooklyn,40.6746,-73.9474,Entire home/apt,90,1,51,4.47,9541963,1,0
19964,The Ned,Manhattan,40.71858,-73.98968,Shared room,78,2,7,0.23,519554,5,1
39251,Sofitel Vienna Stephansdom,Brooklyn,40.70855,-73.95072,Shared room,55,2,2,0.75,229469300,2,0
4382,Grand Hotel Amr th Amsterdam,Manhattan,40.85504,-73.93648,Entire home/apt,115,7,11,0.3,15102869,1,0
42396,art otel Amsterdam,Bronx,40.82575,-73.90993,Private room,80,1,0,,184750740,4,1
36867,NH Collection Amsterdam Barbizon Palace,Brooklyn,40.68809,-73.87004,Entire home/apt,70,3,21,2.97,1463509,1,0
18195,Pulitzer Amsterdam,Manhattan,40.70379,-74.00946,Private room,165,30,0,,16098958,96,1
44139,Dikker en Thijs Fenice Hotel,Manhattan,40.71588,-73.99099,Entire home/apt,135,6,3,2.37,256921050,2,0
48605,Andaz Amsterdam Prinsengracht A Hyatt Hotel,Manhattan,40.81486,-73.95795,Entire home/apt,59,3,0,,222549093,3,0
42229,Hotel Seven One Seven,Manhattan,40.76341,-73.99306,Entire home/apt,145,3,9,3.55,82940021,1,0
17989,citizenM Amsterdam,Manhattan,40.7349,-74.0005,Entire home/apt,265,2,19,0.55,25075066,1,0
18065,InterContinental Amstel Amsterdam,Brooklyn,40.67564,-73.94798,Private room,67,3,29,0.84,85400172,2,1
20053,Attica 21 Barcelona Mar,Bronx,40.85018,-73.9167,Private room,55,2,0,,104568045,1,1
12592,Hotel America Barcelona,Manhattan,40.75328,-73.97212,Shared room,224,3,0,,24199235,1,0
27942,Golden Tulip Amsterdam Riverside,Manhattan,40.7235,-73.99096,Entire home/apt,250,2,5,0.25,9572607,3,0
39507,Catalonia Park Putxet,Queens,40.70555,-73.82138,Private room,200,1,0,,155261188,1,1
30701,Hotel Murmuri Barcelona,Manhattan,40.75132,-73.96926,Private room,159,30,0,,76104209,33,1
42299,NH Collection Barcelona Gran Hotel Calder n,Brooklyn,40.70754,-73.94151,Entire home/apt,42,3,3,1.3,6447195,2,0
20143,H10 Metropolitan 4 Sup,Brooklyn,40.69383,-73.94326,Shared room,55,1,1,0.03,104700532,1,0
14972,HCC Regente,Queens,40.70375,-73.8304,Private room,45,1,17,0.72,63560790,2,1
694,Barcel Raval,Brooklyn,40.67855,-73.8896,Entire home/apt,48,90,53,0.57,1123923,2,0
9345,Le M ridien Barcelona,Staten Island,40.61363,-74.12152,Private room,45,30,0,,37360127,1,1
36600,Ilunion Barcelona,Brooklyn,40.67855,-73.86961,Entire home/apt,80,1,3,0.42,219305025,1,0
12715,Austria Trend Hotel Rathauspark Wien,Brooklyn,40.68881,-73.92017,Shared room,75,3,5,0.12,30968452,1,1
26973,Hotel Landhaus Fuhrgassl Huber,Manhattan,40.72706,-74.00476,Entire home/apt,170,2,17,0.84,8480056,1,0
35860,Hotel Parco di Sch nbrunn Vienna,Manhattan,40.71624,-73.99995,Private room,100,2,35,4.32,11320557,1,0
2535,Catalonia Born,Manhattan,40.80274,-73.96459,Private room,150,1,28,0.51,5435074,1,1
21226,NH Amsterdam Caransa,Brooklyn,40.65024,-73.95051,Private room,26,30,2,0.09,2092314,7,1
183,NH Amsterdam Schiller,Brooklyn,40.71627,-73.9587,Entire home/apt,200,4,33,0.58,204724,1,0
35286,Royal Amsterdam Hotel,Brooklyn,40.70466,-73.92553,Entire home/apt,35,30,1,0.12,155297713,3,0
42709,Lindner Hotel Am Belvedere,Brooklyn,40.71848,-73.94393,Shared room,170,2,4,1.22,3401286,1,0
27445,NH Wien Belvedere,Queens,40.76014,-73.82263,Entire home/apt,99,2,42,2.56,104401765,1,0
16681,Austria Trend Hotel Savoyen Vienna,Manhattan,40.76045,-73.9981,Private room,239,30,1,0.04,30283594,121,1
4436,Austria Trend Hotel Doppio Wien,Manhattan,40.74318,-73.97193,Entire home/apt,150,30,2,0.03,1475015,52,1
3182,K West Hotel Spa,Brooklyn,40.68323,-73.98643,Private room,200,2,0,,9520651,1,1
21979,Appartement Hotel an der Riemergasse,Queens,40.76505,-73.90918,Shared room,80,1,161,5.74,117195769,3,1
